playerId,playerName,club,teamName,selectionId,selectionTeam,category,status,sourceId
hk-nl-f-rotterdam-brechtje-van-santbrink,Brechtje van Santbrink,Rotterdam,Rotterdam D1,jong_oranje_dames_wk21_2025,Jong Oranje Dames WK-21 2025,u21_tournament_selection,historical_tournament_selection,hockeynl_jong_oranje_dames_wk21_2025
hk-nl-f-amsterdam-ivy-tellier,Ivy Tellier,Amsterdam,Amsterdam D1,jong_oranje_dames_wk21_2025,Jong Oranje Dames WK-21 2025,u21_tournament_selection,historical_tournament_selection,hockeynl_jong_oranje_dames_wk21_2025
hk-nl-f-amsterdam-imke-verstraeten,Imke Verstraeten,Amsterdam,Amsterdam D1,jong_oranje_dames_wk21_2025,Jong Oranje Dames WK-21 2025,u21_tournament_selection,historical_tournament_selection,hockeynl_jong_oranje_dames_wk21_2025
hk-nl-f-amsterdam-trijntje-beljaars,Trijntje Beljaars,Amsterdam,Amsterdam D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-hdm-delany-van-den-broek,Delany van den Broek,HDM,HDM D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-pinoke-marit-van-buul,Marit van Buul,Pinoké,Pinoké D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-bloemendaal-phileine-hazen,Phileine Hazen,Bloemendaal,Bloemendaal D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-schc-maud-van-den-heuvel,Maud van den Heuvel,SCHC,SCHC D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-kampong-veere-ter-horst,Veere ter Horst,Kampong,Kampong D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-kampong-eline-jansen,Eline Jansen,Kampong,Kampong D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-kampong-iris-de-kemp,Iris de Kemp,Kampong,Kampong D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-amsterdam-katerina-langedijk,Katerina Langedijk,Amsterdam,Amsterdam D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-pinoke-sam-luttmer,Sam Luttmer,Pinoké,Pinoké D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-kampong-guusje-moes,Guusje Moes,Kampong,Kampong D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-amsterdam-noa-muller,Noa Muller,Amsterdam,Amsterdam D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-kampong-noor-van-den-nieuwenhof,Noor van den Nieuwenhof,Kampong,Kampong D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-hurley-annelotte-nijhuis,Annelotte Nijhuis,Hurley,Hurley D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-den-bosch-babs-reijnen,Babs Reijnen,Den Bosch,Den Bosch D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-pinoke-florine-rodenburg,Florine Rodenburg,Pinoké,Pinoké D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-kampong-julie-roovers,Julie Roovers,Kampong,Kampong D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-rotterdam-brechtje-van-santbrink,Brechtje van Santbrink,Rotterdam,Rotterdam D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-amsterdam-ivy-tellier,Ivy Tellier,Amsterdam,Amsterdam D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-amsterdam-imke-verstraeten,Imke Verstraeten,Amsterdam,Amsterdam D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-den-bosch-lieve-wijckmans,Lieve Wijckmans,Den Bosch,Den Bosch D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
hk-nl-f-kampong-fleur-wolfert,Fleur Wolfert,Kampong,Kampong D1,jong_oranje_dames_training_wk21_2025,Jong Oranje Dames WK-21 training group 2025,u21_training_group,historical_training_group,hockeynl_jong_oranje_training_groups_wk21_2025
